"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Niger","NER","","","","","","","","","","","","","","","1.39895","","1.68804","2.11378","2.53561","3.06804","","3.50079","","","","","","","","","5.36037","5.78795","","","","","","5.4615","","5.38559","","5.28282","5.50642","6.13784","7.51201","8.52719","","8.86268","9.46457","9.59377","10.86772","11.53509","","","15.15304","16.63379","","20.06691","","",
"Nigeria","NGA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","","","","","","","","","","","","11.80614","","","","","","","","","19.91828","","","19.09523","17.72496","16.74021","18.05797","20.11334","","20.90677","","","","","","","","","","","34.65554","36.46335","38.66694","","41.63398","43.93625","45.4727","","","","48.4211","","","","","","","","","",
"Netherlands","NLD","","","","","","","","","","","","69.13764","71.87652","73.69326","75.69932","76.82385","80.04422","81.16168","81.52763","81.40867","81.09597","81.14488","82.12824","83.47393","85.223","85.32612","88.60145","88.32141","86.30729","84.6884","83.74738","83.69099","84.40415","85.83392","","90.92787","90.87457","89.45088","","90.99442","","","89.33102","88.12664","88.73562","86.907","88.55384","88.54171","88.17683","87.63294","87.8786","89.02126","89.579","","","92.54597","93.17266","93.16439","","",
"Norway","NOR","","","","","","","","","","","","","","","","","","","80.76859","82.06106","","83.48026","84.03964","","85.29788","85.90369","85.99373","85.14763","84.54219","84.9854","87.25722","87.62745","88.81443","90.64369","","","","96.56315","96.16022","95.27329","94.75798","94.36783","94.16888","95.10527","96.11468","96.75623","97.16459","97.46832","96.67695","95.73719","95.29992","94.86901","94.47334","95.00651","95.34711","95.4637","95.6976","95.60786","","",
"Nepal","NPL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.2879","47.41153","","","","","","","","55.37494","57.51369","","61.87253",
"Nauru","NRU","","","","","","","","","","","","","","","","","","","","","","","","","","48.64583","","","","","","","","","","","","","","","","","","","","","","","","","","","72.50608","","73.66255","","71.80984","","","",
"New Zealand","NZL","","","","","","","","","","","","","","","","","","80.49556","","80.48634","79.70358","80.31429","81.07884","83.40437","83.13238","82.20806","82.24351","82.50976","83.57917","84.0704","84.59661","86.52899","87.54688","","92.2758","89.88125","93.05111","91.59493","","","","","","","","","","","","","","","","94.64403","94.71184","95.32172","96.10406","96.86035","","",
"OECD members","OED","","","","","","","","","","","","","","","","","","","","","","","","","","71.66962","72.41499","72.85643","72.47353","72.12857","72.04203","72.89781","74.00836","76.20674","78.03891","78.76675","79.22977","79.38765","79.3241","79.21714","80.08977","81.52645","81.92525","83.3132","84.18275","84.98548","85.20968","85.24645","85.44197","85.20094","85.57344","86.02198","85.84729","87.04059","87.72014","88.46915","89.00189","89.3494","89.36801","",
"Oman","OMN","","","","","","","","","","","","","","","","","","","3.57778","5.28208","","10.13505","12.05678","","","","","","","","","","","49.31918","","","","","","63.41522","67.56254","71.17022","73.07951","73.871","","","","","","89.281","","89.67208","88.88807","90.58011","","93.48381","95.46011","94.0779","96.19256","",
"Other small states","OSS","","","","","","","","","","","","","","","","","","33.64919","33.55549","33.56711","33.34457","33.34698","33.6293","33.96072","34.14414","34.4109","34.41726","34.04078","33.94918","34.20861","35.60473","36.76237","37.47199","38.43584","38.70722","39.48224","40.20624","41.12348","41.48532","41.80494","43.11204","43.99237","45.55286","46.64881","48.30282","49.35865","49.39798","50.30923","50.51286","51.25826","51.6864","51.62497","52.43997","52.7261","53.1738","53.35628","53.6004","54.02025","","",
"Pakistan","PAK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.50841","32.58288","32.64259","32.51055","","33.37407","34.47115","35.5661","","34.59878","35.80793","35.42111","37.40039","",
"Panama","PAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.07839","58.31477","60.3896","62.18624","","61.62455","61.79277","","","63.30201","63.42638","66.11851","65.56966","","70.40156","69.04856","69.72867","","63.79138","","",
"Peru","PER","","","","","","","","","","","25.56384","","","","","","","","","","","44.54678","","","","","","","","","","","","","","52.1665","53.24848","53.44598","59.02289","59.7418","62.00506","65.00322","65.88343","","66.03303","67.21536","69.37305","72.88175","74.67779","77.71898","77.70725","78.92787","75.31964","79.99309","79.52639","79.18143","82.80666","85.58522","89.30975","",
"Philippines","PHL","","","","","","","","","","","","","","","","","","","","46.21004","","","","","","","","","","","","","55.42901","56.92587","57.77512","","58.00518","","48.57528","49.82783","","50.88424","54.62719","57.36658","59.28866","58.87591","59.04377","59.8099","60.34316","61.04577","","","","","66.35664","65.55881","","","","",
"Palau","PLW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.38128","","","",
"Poland","POL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.73243","90.2038","91.15086","92.09939","92.53334","90.80341","92.97257","92.73418","92.17529","91.26481","90.26224","89.64078","89.01451","89.14576","90.92449","91.52153","92.66846","93.44554","94.08406","","",
"Pre-demographic dividend","PRE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.60082","16.63517","16.83279","17.07103","16.98697","16.89631","17.24552","17.49563","18.21793","19.08439","19.95081","20.95861","22.32802","23.10283","23.89674","24.44371","26.63833","28.33974","30.06803","30.25196","30.51339","31.63519","32.22259","32.96741","33.74958","34.67489","35.01341","",
"Puerto Rico","PRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.26653","77.38289","79.94335","81.4782","81.32599","75.91911","","","",
"Korea Dem. Peoples Rep.","PRK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","","","","","","","","","","","","","","22.46957","23.04631","","29.70386","31.62607","32.31564","","","","","","","","","","","","","","","69.27544","76.77567","75.2558","","","","80.64397","81.65938","79.30832","79.09426","80.35618","","82.05246","82.64076","","","","","","","92.51532","92.78381","93.58598","93.94509","94.66479","","",
"Paraguay","PRY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.22648","","38.07619","","42.79821","45.66068","","51.65877","52.87572","54.13995","56.20782","57.02914","57.42306","58.11186","59.36683","59.90882","60.94171","62.70972","65.88458","","","","","","","",
"West Bank and Gaza","PSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.2357","74.67093","75.41821","78.09173","80.8798","84.53299","85.61943","86.68269","86.4551","86.2914","85.04096","83.27484","81.3884","81.75054","81.78292","82.22385","83.72251","85.18335","87.20079","87.22641","",
"Pacific island small states","PSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.08466","57.8382","55.04421","56.97167","59.28596","59.85975","61.92233","62.15861","64.23496","62.37628","63.64615","64.97627","66.97126","67.39136","66.70892","66.19857","","","","","","",
"Post-demographic dividend","PST","","","","","","","","","","","","","","","","","","","","","","","","","","","78.55204","78.98693","78.60573","78.44486","78.24199","78.98708","80.15837","82.4252","84.31308","85.03403","85.62601","85.61568","85.15659","84.78855","85.18859","85.98569","85.83837","87.09157","87.73305","88.01966","88.06183","87.9194","88.2413","88.44542","88.44297","88.54826","88.58138","88.79159","89.23449","89.86954","90.54602","90.73148","90.7899","",
"French Polynesia","PYF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","","","","","","","","","","","","24.23028","25.2965","26.88708","28.38147","","37.63203","37.69994","44.28792","49.35026","54.24183","57.25422","","63.41126","63.66883","66.6772","69.4572","61.92063","63.24087","","66.2955","67.93879","67.7974","73.98589","76.09208","","","","76.89985","74.43684","","","76.91573","","91.83049","90.04446","84.17814","","","","93.8946","","","","","","","","","",
"Romania","ROU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.40133","71.24547","","","","","","","","","","","","","","","","","85.2863","84.54438","82.76527","82.84805","","",
"Russian Federation","RUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.69424","93.07093","","","90.67886","","",
"Rwanda","RWA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1042","28.13633","","35.87144","",
"South Asia","SAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.94873","39.21835","39.45048","40.80542","42.38781","43.5326","45.2492","46.59837","48.49171","50.24801","49.83545","52.14638","54.02543","55.94732","57.56894","58.0758","58.30514","58.68417","60.20007","60.5279","",
"Saudi Arabia","SAU","","","","","","","","","","","","","","","","","","","","17.43968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.54999","","","","","","","89.72179","90.55695","96.36052","",
"Sudan","SDN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4995","","","","","","","","",
"Senegal","SEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.99612","19.81839","20.83433","","","","","","","","","","","37.66861","","",
"Singapore","SGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.53179","99.78462","","",
"Solomon Islands","SLB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.56227","18.85258","21.90283","28.24717","","","","34.28613","30.99458","","","","","","","","","","","","",
"Sierra Leone","SLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.40844","","32.50901","","38.33144","41.76675","",
"El Salvador","SLV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.93307","49.39867","53.2061","","","57.372","56.26755","56.40539","57.25487","58.78916","61.23691","63.49826","65.32173","67.03843","66.52072","65.16322","63.97324","60.18056","61.83092","",
"San Marino","SMR","","","","","","","","","","","","","","","","","","","","","","43.85516","47.01937","49.84779","","","51.34464","","","","","","","","","","50.31606","","","","44.76852","","","","","","","","","","","","","","","","","","66.54351","",
"Somalia","SOM","","","","","","","","","","","","","","","","","","0.09823","0.13046","0.22969","0.21503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.58781","90.24074","90.16584","92.48608","92.86209","93.02904","92.20523","93.78182","93.11418","92.45639","92.06535","",
"Sub-Saharan Africa (excluding high income)","SSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.71152","19.99889","20.69953","21.53225","22.50022","23.40669","24.60959","25.51868","26.34444","27.27121","28.9109","30.2005","31.70727","32.06235","32.45156","33.38244","34.02056","34.80147","35.06753","35.28772","35.58147","",
"South Sudan","SSD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0784","","","","5.48403","","","","",
"Sub-Saharan Africa","SSF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.71796","20.00473","20.70502","21.53815","22.50571","23.41232","24.61484","25.52428","26.34918","27.27619","28.91533","30.20465","31.71098","32.06327","32.45388","33.38542","34.02342","34.8044","35.0705","35.29055","35.58426","",
"Small states","SST","","","","","","","","","","","","","","","38.42698","40.36303","41.49028","42.26168","42.63487","42.98046","43.45953","42.70252","42.8085","43.05986","42.96536","43.27153","43.23375","43.10306","43.2567","43.08395","44.1201","45.20597","45.74329","46.14183","46.68408","47.5443","48.4549","49.28442","48.97634","49.42849","49.94965","50.80277","52.07714","52.76738","54.46747","55.1457","55.29746","55.84291","56.08131","56.69121","57.08271","57.06738","57.3443","57.34041","57.68301","57.59482","57.88084","58.13102","","",
"Sao Tome and Principe","STP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.42545","","","","","","","","","","","","","","","26.07338","25.34772","30.8018","","32.13773","31.39787","32.56531","34.9313","46.62194","","53.83322","62.8682","65.23344","","","","",
"Suriname","SUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.40245","49.36437","","","","","","","","","","","","","","","","","","","","","45.70265","50.82254","50.99553","51.9546","54.05382","55.31381","57.78983","","","","",
"Slovak Republic","SVK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.14163","86.45427","88.28267","87.84709","87.07428","86.58337","85.9498","85.70593","85.63455","85.48102","85.32587","84.20808","84.22573","84.75642","85.03241","84.75751","","",
"Slovenia","SVN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0652","90.06879","91.37488","92.02806","92.6313","92.96358","92.23803","92.02712","91.66008","93.14014","93.05556","93.45478","94.02173","94.12994","94.0584","95.17996","94.78695","96.42797","95.46","95.68577","","",
"Sweden","SWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.78893","84.8464","85.21871","86.40441","90.51508","93.74604","95.58239","97.48614","98.01003","","96.09932","95.51994","94.91041","97.39371","98.32237","98.71966","99.83487","99.55568","98.45967","97.11186","95.06724","93.07121","91.5596","92.53922","94.47021","96.67425","99.64163","99.06336","","","",
"Eswatini","SWZ","","","","","","","","","","","11.21915","11.54199","12.99253","","17.29354","19.28111","20.54427","22.24896","","","","","","","","","","","","","","","","","","","","","34.65212","32.85493","31.12904","32.32801","33.73414","32.95422","37.26517","35.74311","31.48725","32.8932","","36.179","37.06153","39.58057","40.13429","39.00495","40.49563","41.69996","","","","",
"Sint Maarten (Dutch part)","SXM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.49279","","69.75968","","","","","",
"Seychelles","SYC","","","","","","","","","","","","","","","","","","","","44.91131","","","","","","","","","","","","","","78.8783","82.21917","82.16093","83.60779","","89.6984","66.55432","65.33721","71.20647","70.56012","74.80909","74.78367","81.58629","","79.14181","76.43478","76.27449","74.66878","","","73.85355","74.57848","78.19143","80.64695","79.64231","80.06115","",
"Syrian Arab Republic","SYR","","","","","","","","","","","","26.20454","","35.44812","35.64222","36.104","38.50914","40.64411","41.45388","42.96459","42.38675","40.02883","","","","","","","","","","","","","","38.13992","37.54465","37.4799","38.52008","38.49961","39.32775","40.96619","41.03979","57.42479","60.93327","64.02818","63.8259","65.38093","65.9656","66.07245","66.79607","68.82457","72.30405","48.50187","","","","","","",
"Turks and Caicos Islands","TCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1114","6.99402","7.24649","8.40238","9.58813","10.5173","","","","","","","","","","","","18.44135","18.8551","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.64323","62.02128","62.7066","63.43926","63.31473","64.59492","66.01198","66.81065","67.89524","69.96361","69.91141","71.80212","73.82039","75.38487","74.56589","76.11492","78.70527","78.39649","78.45527","78.14456","78.31161","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.90135","80.73788","82.29494","84.02187","84.04544","84.33615","82.66045","81.56678","82.22103","82.961","83.00859","82.76428","84.57692","86.04322","86.51647","88.44553","89.01402","89.26089","88.53747","88.96116","88.43456","",
"Togo","TGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.77007","","","","","","","","20.27586","23.46562","","","","","","","","","","","","","","","","","41.01339","","",
"Thailand","THA","","","","","","","","","","","","","","15.6376","17.60441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.59192","73.2857","75.39528","77.17242","77.10383","79.4745","76.52904","","78.79973","77.27069","","","","",
"Tajikistan","TJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.97265","70.18143","72.13134","75.00605","","78.10509","78.1815","78.81148","80.24331","81.59779","81.79476","82.50797","83.21746","","","","","","","","",
"Turkmenistan","TKM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","","","","","","","","","","","","","","","","","","","","","","","","","58.86643","59.18704","59.27749","58.98873","59.24334","59.70192","60.17237","60.06922","60.63553","61.44071","62.49479","62.80015","64.09322","64.52519","65.38891","66.29725","67.32007","65.8224","66.99694","67.90555","68.37099","68.6504","70.97578","71.96324","72.38443","72.76949","72.55697","75.89555","76.21968","76.65285","77.41567","77.28509","77.43196","",
"Timor-Leste","TLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4879","39.44789","40.50575","43.67477","45.19743","45.28738","48.53262","52.64272","57.17904","60.61502","62.73563","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","","","","","","","","","","","20.83903","20.99864","22.95944","24.8019","25.84945","27.95398","30.04804","32.21966","34.2844","35.5662","36.44057","36.95937","38.19878","39.04165","40.00418","41.09111","43.04586","44.41625","45.1372","46.27774","49.05288","49.52334","49.32367","50.74294","53.2611","53.79957","54.29436","55.92108","57.62595","59.3733","60.57024","61.43204","62.12412","63.16248","64.40082","64.24293","64.43329","63.84027","65.27432","67.19797","67.03865","69.50265","69.60627","66.99178","67.51367","68.29196","69.29603","69.79347","70.25002","",
"Tonga","TON","","","","","","","","","","","","","","","","","","","","","","","","","","69.01869","","","","","81.85156","","","","","","","","70.36413","74.53946","","76.43303","","","","","","","","","","","86.01662","80.76551","80.76477","82.07469","","","","",
"South Asia (IDA & IBRD)","TSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.94873","39.21835","39.45048","40.80542","42.38781","43.5326","45.2492","46.59837","48.49171","50.24801","49.83545","52.14638","54.02543","55.94732","57.56894","58.0758","58.30514","58.68417","60.20007","60.5279","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.71796","20.00473","20.70502","21.53815","22.50571","23.41232","24.61484","25.52428","26.34918","27.27619","28.91533","30.20465","31.71098","32.06327","32.45388","33.38542","34.02342","34.8044","35.0705","35.29055","35.58426","",
"Trinidad and Tobago","TTO","","","","","","","","","","","","34.1536","34.48805","","","","","","","","","","","","","","","","","","","","","66.8622","","","","","","","","","","","72.64738","","","","","","","","","","","","","","","",
"Tunisia","TUN","","","","","","","","","","","","","","","","","","","20.30324","21.48234","22.25563","","","28.70101","30.44482","32.36521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkey","TUR","","","","","","","","","","","","","","","24.23338","","","","","","","","","","","","38.65903","39.98554","41.61897","43.23052","44.26098","46.12145","47.58777","50.81063","","","","54.59374","","57.91036","64.45987","72.65051","72.07506","72.13827","74.05944","76.35578","78.89809","80.55242","79.85273","76.51685","80.94061","84.20113","81.2314","86.87212","87.44485","86.64416","85.28003","87.22819","","",
"Tuvalu","TUV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.02097","69.73008","58.50727","","66.72794","",
"Tanzania","TZA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.93899","24.55251","26.54777","",
"Uganda","UGA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.33839","","15.71306","","","19.94433","22.37343","","","","","","","","","","","",
"Ukraine","UKR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.57133","94.6328","90.48178","91.04401","90.22745","85.67247","86.92265","86.76809","86.4859","85.75843","85.99148","84.20284","84.48572","85.02414","85.67634","","","","","",
"Upper middle income","UMC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.75657","68.91435","69.54157","70.21029","69.99967","70.14056","70.99974","71.97445","72.82572","73.76982","74.68254","76.6922","78.43899","79.40965","78.60217","80.77983","82.91939","82.72245","82.62597","82.12463","82.24137","",
"Uruguay","URY","","","","","","","","","","","","","","","","","","","","","","","","","56.16876","","","","","","","","","","","","","","","","","","","","","","","67.65482","69.47614","71.36421","","73.45892","74.70228","","76.6716","81.60692","83.27916","88.21273","","",
"United States","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.34377","","","","","88.38466","89.75284","89.29903","89.46575","89.86874","91.27156","92.18317","92.45022","","",
"Uzbekistan","UZB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.91028","86.60566","88.29952","88.51988","88.07015","88.74141","89.80656","90.85635","","",
"St. Vincent and the Grenadines","VCT","","","","","","","","","","","","","","","","","","","","","","","","","36.89737","","","","","","","","","","","","","","","","67.9226","67.96428","72.74333","71.89572","75.54589","72.81704","","","91.41352","89.847","85.59002","","","85.54762","87.38822","84.82507","89.72899","90.47261","89.47196","",
"Venezuela RB","VEN","","","","","","","","","","","","24.58102","26.8205","","","","","","","","","","","","","","","","","","","","","","","","","","","48.53344","51.45313","54.80014","57.32278","58.95968","61.33545","63.14279","66.58989","68.83938","69.97967","71.68989","71.94629","73.03338","74.79369","75.07477","75.72595","74.55316","73.3043","73.24477","","",
"British Virgin Islands","VGB","","","","","","","","","","","","","","","","","","","","","","","","","","61.23216","","","","","","","66.84783","","69.62751","","","","","77.33152","79.56919","81.45613","","","","","","","","","","80.07246","80.17795","79.1587","79.13165","79.98163","78.12074","68.10811","","",
"Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","","","","","","","","","","","","","","","","","","35.77421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.16682","","16.71118","","","","","","","","29.69092","33.31785","34.33416","38.01188","38.3202","40.60926","","","","","","51.60029","","","","","48.94452","","","","",
"World","WLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.89543","54.10659","54.93954","55.54719","56.06077","56.94918","57.81391","58.49775","59.11553","60.08915","60.84241","61.3097","62.54485","63.53369","63.79482","64.8996","65.64805","65.71337","65.82859","66.19644","66.27183","",
"Samoa","WSM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.86395","","","68.49613","71.07261","64.55151","65.82802","","","","","","","","79.78155","80.53411","81.10508","82.18894","","85.97104","85.50756","85.51776","","","",
"Kosovo","XKX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen Rep.","YEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4825","","","","","","","","","","","39.72381","","42.33233","43.7515","","","47.59088","","","",
"South Africa","ZAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.186","","","","","59.62755","58.85436","59.68998","61.81554","63.53457","65.07833","66.15872","","","","","","","","","","90.54401","","71.92661","","",
"Zambia","ZMB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.41554","42.45882","43.33936","41.22522","37.23859","","","","","","","","","47.8753","48.73362","","","","","","",
